seasoncollected,yearcollected,waterbody,scientificname,phylum
winter,1996,Mediterranean sea,Lepidochitona (Lepidochitona) monterosatoi,Mollusca
winter,1996,Mediterranean sea,Pollia scabra,Mollusca
winter,1996,Mediterranean sea,Palio dubia,Mollusca
winter,1996,Mediterranean sea,Chauvetia mamillata,Mollusca
winter,1996,Mediterranean sea,Tayuva lilacina,Mollusca
winter,1996,Mediterranean sea,Gibbula racketti,Mollusca
winter,1996,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1996,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1996,Mediterranean sea,Ocinebrina edwardsii,Mollusca
winter,1996,Mediterranean sea,Haminoea hydatis,Mollusca
winter,1996,Mediterranean sea,Bittium latreillii,Mollusca
winter,1996,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1996,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1996,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1996,Mediterranean sea,Arca noae,Mollusca
winter,1996,Mediterranean sea,Euparthenia humboldti,Mollusca
winter,1996,Mediterranean sea,Chrysallida doliolum,Mollusca
winter,1996,Mediterranean sea,Rissoina bruguieri,Mollusca
winter,1996,Mediterranean sea,Setia amabilis,Mollusca
winter,1996,Mediterranean sea,Gibbula ardens,Mollusca
winter,1996,Mediterranean sea,Alvania mamillata,Mollusca
winter,1996,Mediterranean sea,Granulina boucheti,Mollusca
winter,1996,Mediterranean sea,Neolepton sulcatulum,Mollusca
winter,1996,Mediterranean sea,Tubbreva micrometrica,Mollusca
winter,1996,Mediterranean sea,Aplysia fasciata,Mollusca
winter,1996,Mediterranean sea,Flexopecten hyalinus,Mollusca
winter,1996,Mediterranean sea,Setia turriculata,Mollusca
winter,1996,Mediterranean sea,Vexillum tricolor,Mollusca
winter,1996,Mediterranean sea,Chiton corallinus,Mollusca
winter,1996,Mediterranean sea,Chama gryphoides,Mollusca
winter,1996,Mediterranean sea,Pseudochama gryphina,Mollusca
winter,1996,Mediterranean sea,Doriopsilla areolata,Mollusca
winter,1996,Mediterranean sea,Vermetus triquetrus,Mollusca
winter,1996,Mediterranean sea,Ocinebrina aciculata,Mollusca
winter,1996,Mediterranean sea,Chrysallida obtusa,Mollusca
winter,1996,Mediterranean sea,Dizoniopsis bilineata,Mollusca
winter,1996,Mediterranean sea,Setia maculata,Mollusca
winter,1996,Mediterranean sea,Alvania simulans,Mollusca
winter,1996,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1996,Mediterranean sea,Chauvetia recondita,Mollusca
winter,1996,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1996,Mediterranean sea,Melanella polita,Mollusca
winter,1996,Mediterranean sea,Retusa truncatula,Mollusca
winter,1996,Mediterranean sea,Rissoella diaphana,Mollusca
winter,1996,Mediterranean sea,Ondina vitrea,Mollusca
winter,1996,Mediterranean sea,Leptochiton scabridus,Mollusca
winter,1996,Mediterranean sea,Emarginula tenera,Mollusca
winter,1996,Mediterranean sea,Fissurella nubecula,Mollusca
winter,1996,Mediterranean sea,Alvania discors,Mollusca
winter,1996,Mediterranean sea,Skenea serpuloides,Mollusca
winter,1996,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,1996,Mediterranean sea,Mitrella scripta,Mollusca
winter,1996,Mediterranean sea,Marshallora adversa,Mollusca
winter,1996,Mediterranean sea,Philine catena,Mollusca
winter,1996,Mediterranean sea,Alvania cancellata,Mollusca
winter,1996,Mediterranean sea,Pusillina radiata,Mollusca
winter,1996,Mediterranean sea,Cuthona caerulea,Mollusca
winter,1996,Mediterranean sea,Rissoella inflata,Mollusca
winter,1996,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,1996,Mediterranean sea,Acanthochitona crinita,Mollusca
winter,1996,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,1996,Mediterranean sea,Cardita calyculata,Mollusca
winter,1996,Mediterranean sea,Eatonina cossurae,Mollusca
winter,1996,Mediterranean sea,Mangelia taeniata,Mollusca
winter,1996,Mediterranean sea,Elysia viridis,Mollusca
winter,1996,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1996,Mediterranean sea,Calliostoma zizyphinum,Mollusca
winter,1996,Mediterranean sea,Megalomphalus azoneus,Mollusca
summer,1992,Mediterranean sea,Ischnochiton rissoi,Mollusca
summer,1992,Mediterranean sea,Gibbula umbilicaris,Mollusca
summer,1992,Mediterranean sea,Gibbula varia,Mollusca
summer,1992,Mediterranean sea,Chiton olivaceus,Mollusca
summer,1992,Mediterranean sea,Acanthochitona fascicularis,Mollusca
summer,1992,Mediterranean sea,Diodora gibberula,Mollusca
summer,1992,Mediterranean sea,Rissoa splendida,Mollusca
summer,1992,Mediterranean sea,Rissoa guerinii,Mollusca
summer,1992,Mediterranean sea,Alvania cimex,Mollusca
summer,1992,Mediterranean sea,Barbatia barbata,Mollusca
summer,1992,Mediterranean sea,Galeomma turtoni,Mollusca
summer,1992,Mediterranean sea,Calliostoma conulus,Mollusca
summer,1992,Mediterranean sea,Rocellaria dubia,Mollusca
summer,1992,Mediterranean sea,Columbella rustica,Mollusca
summer,1992,Mediterranean sea,Mytilus galloprovincialis,Mollusca
summer,1992,Mediterranean sea,Modiolarca subpicta,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Nassarius corniculum,Mollusca
summer,1992,Mediterranean sea,Nassarius pygmaeus,Mollusca
summer,1992,Mediterranean sea,Mimachlamys varia,Mollusca
summer,1992,Mediterranean sea,Striarca lactea,Mollusca
summer,1992,Mediterranean sea,Musculus costulatus,Mollusca
summer,1992,Mediterranean sea,Coralliophaga lithophagella,Mollusca
summer,1992,Mediterranean sea,Calliostoma laugieri,Mollusca
summer,1992,Mediterranean sea,Clanculus jussieui,Mollusca
summer,1992,Mediterranean sea,Alvania lineata,Mollusca
summer,1992,Mediterranean sea,Pisania striata,Mollusca
summer,1992,Mediterranean sea,Hiatella arctica,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Limaria hians,Mollusca
summer,1992,Mediterranean sea,Enginella leucozona,Mollusca
summer,1992,Mediterranean sea,Kurtiella bidentata,Mollusca
summer,1992,Mediterranean sea,Mangelia attenuata,Mollusca
summer,1992,Mediterranean sea,Jujubinus exasperatus,Mollusca
summer,1992,Mediterranean sea,Gouldia minima,Mollusca
summer,1992,Mediterranean sea,Ostrea stentina,Mollusca
summer,1992,Mediterranean sea,Anomia ephippium,Mollusca
summer,1992,Mediterranean sea,Irus irus,Mollusca
summer,1992,Mediterranean sea,Alvania discors,Mollusca
summer,1992,Mediterranean sea,Petricola lithophaga,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Raphitoma bicolor,Mollusca
summer,1992,Mediterranean sea,Mitrella scripta,Mollusca
summer,1992,Mediterranean sea,Gregariella petagnae,Mollusca
summer,1992,Mediterranean sea,Marshallora adversa,Mollusca
summer,1992,Mediterranean sea,Clanculus cruciatus,Mollusca
summer,1992,Mediterranean sea,Jujubinus striatus,Mollusca
summer,1992,Mediterranean sea,Rissoa variabilis,Mollusca
summer,1992,Mediterranean sea,Hiatella rugosa,Mollusca
summer,1992,Mediterranean sea,Crassostrea gigas,Mollusca
summer,1992,Mediterranean sea,Ocinebrina edwardsii,Mollusca
summer,1992,Mediterranean sea,Gibbula adansonii,Mollusca
summer,1992,Mediterranean sea,Vexillum ebenus,Mollusca
summer,1992,Mediterranean sea,Gibbula ardens,Mollusca
summer,1992,Mediterranean sea,Ostrea edulis,Mollusca
summer,1992,Mediterranean sea,Bittium latreillii,Mollusca
summer,1992,Mediterranean sea,Bittium reticulatum,Mollusca
summer,1992,Mediterranean sea,Arca noae,Mollusca
summer,1992,Mediterranean sea,Odostomia acuta,Mollusca
summer,1992,Mediterranean sea,Gibbula adriatica,Mollusca
winter,1990,Mediterranean sea,Nassarius corniculum,Mollusca
winter,1990,Mediterranean sea,Pollia dorbignyi,Mollusca
winter,1990,Mediterranean sea,Metaxia metaxa,Mollusca
winter,1990,Mediterranean sea,Gyroscala lamellosa,Mollusca
winter,1990,Mediterranean sea,Mytilus edulis,Mollusca
winter,1990,Mediterranean sea,Haliotis tuberculata lamellosa,Mollusca
winter,1990,Mediterranean sea,Lasaea rubra,Mollusca
winter,1990,Mediterranean sea,Lepidopleurus cajetanus,Mollusca
winter,1990,Mediterranean sea,Bittium lacteum,Mollusca
winter,1990,Mediterranean sea,Epitonium commune,Mollusca
winter,1990,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,1990,Mediterranean sea,Rissoa ventricosa,Mollusca
winter,1990,Mediterranean sea,Sinezona cingulata,Mollusca
winter,1990,Mediterranean sea,Pinna nobilis,Mollusca
winter,1990,Mediterranean sea,Alvania lineata,Mollusca
winter,1990,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,1990,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1990,Mediterranean sea,Tricolia pullus,Mollusca
winter,1990,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1990,Mediterranean sea,Mitrella gervillii,Mollusca
winter,1990,Mediterranean sea,Buccinulum corneum,Mollusca
winter,1990,Mediterranean sea,Volvarina mitrella,Mollusca
winter,1990,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,1990,Mediterranean sea,Odostomia scalaris,Mollusca
winter,1990,Mediterranean sea,Mitra cornicula,Mollusca
winter,1990,Mediterranean sea,Ischnochiton rissoi,Mollusca
winter,1990,Mediterranean sea,Gibbula varia,Mollusca
winter,1990,Mediterranean sea,Chiton olivaceus,Mollusca
winter,1990,Mediterranean sea,Odostomia conoidea,Mollusca
winter,1990,Mediterranean sea,Alvania cimex,Mollusca
winter,1990,Mediterranean sea,Tricolia speciosa,Mollusca
winter,1990,Mediterranean sea,Monophorus perversus,Mollusca
winter,1990,Mediterranean sea,Alvania scabra,Mollusca
winter,1990,Mediterranean sea,Chauvetia brunnea,Mollusca
winter,1990,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,1990,Mediterranean sea,Lima hians,Mollusca
winter,1990,Mediterranean sea,Acanthochitona fascicularis,Mollusca
winter,1990,Mediterranean sea,Gibbula fanulum,Mollusca
winter,1990,Mediterranean sea,Raphitoma purpurea,Mollusca
winter,1990,Mediterranean sea,Cerithium rupestre,Mollusca
winter,1990,Mediterranean sea,Columbella rustica,Mollusca
winter,1990,Mediterranean sea,Pisinna glabrata,Mollusca
winter,1990,Mediterranean sea,Calyptraea chinensis,Mollusca
winter,1990,Mediterranean sea,Scissurella costata,Mollusca
winter,1990,Mediterranean sea,Williamia gussoni,Mollusca
winter,1990,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1990,Mediterranean sea,Colubraria reticulata,Mollusca
winter,1990,Mediterranean sea,Clavagella aperta,Mollusca
winter,1990,Mediterranean sea,Serpulorbis arenarius,Mollusca
winter,1990,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1990,Mediterranean sea,Chauvetia submamillata,Mollusca
winter,1990,Mediterranean sea,Engina leucozona,Mollusca
winter,1990,Mediterranean sea,Peringiella elegans,Mollusca
winter,1990,Mediterranean sea,Philbertia mirabilis,Mollusca
winter,1990,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1990,Mediterranean sea,Circulus striatus,Mollusca
winter,1990,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,1990,Mediterranean sea,Trimusculus mammillaris,Mollusca
winter,1990,Mediterranean sea,Jujubinus striatus,Mollusca
winter,1990,Mediterranean sea,Philine catena,Mollusca
winter,1990,Mediterranean sea,Glans trapezia,Mollusca
winter,1990,Mediterranean sea,Mitrella scripta,Mollusca
winter,1990,Mediterranean sea,Zonaria pyrum,Mollusca
winter,1990,Mediterranean sea,Alvania beniamina,Mollusca
winter,1990,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1990,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1990,Mediterranean sea,Ocinebrina edwardsii,Mollusca
winter,1990,Mediterranean sea,Gibbula adansonii,Mollusca
winter,1990,Mediterranean sea,Fasciolaria lignaria,Mollusca
winter,1990,Mediterranean sea,Chauvetia lefebvrei,Mollusca
winter,1990,Mediterranean sea,Aplysia depilans,Mollusca
winter,1990,Mediterranean sea,Arca noae,Mollusca
winter,1990,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1990,Mediterranean sea,Epitonium turtonis,Mollusca
winter,1990,Mediterranean sea,Gibberula caelata,Mollusca
winter,1990,Mediterranean sea,Haminoea hydatis,Mollusca
winter,1990,Mediterranean sea,Ostrea edulis,Mollusca
winter,1990,Mediterranean sea,Umbraculum umbraculum,Mollusca
winter,1990,Mediterranean sea,Gibbula ardens,Mollusca
winter,1990,Mediterranean sea,Patella caerulea,Mollusca
winter,1990,Mediterranean sea,Alvania spinosa,Mollusca
winter,1990,Mediterranean sea,Raphitoma leufroyi,Mollusca
winter,1990,Mediterranean sea,Vexillum tricolor,Mollusca
winter,1990,Mediterranean sea,Granulina clandestina,Mollusca
winter,1990,Mediterranean sea,Lithophaga lithophaga,Mollusca
winter,1990,Mediterranean sea,Ocinebrina aciculata,Mollusca
winter,1990,Mediterranean sea,Vermetus triquetrus,Mollusca
summer,1992,Mediterranean sea,Stramonita haemastoma,Mollusca
summer,1992,Mediterranean sea,Alvania cimex,Mollusca
summer,1992,Mediterranean sea,Rissoa guerinii,Mollusca
summer,1992,Mediterranean sea,Tricolia speciosa,Mollusca
summer,1992,Mediterranean sea,Crepidula fornicata,Mollusca
summer,1992,Mediterranean sea,Lima hians,Mollusca
summer,1992,Mediterranean sea,Lima tuberculata,Mollusca
summer,1992,Mediterranean sea,Diodora gibberula,Mollusca
summer,1992,Mediterranean sea,Granulina marginata,Mollusca
summer,1992,Mediterranean sea,Nodulus contortus,Mollusca
summer,1992,Mediterranean sea,Gibbula divaricata,Mollusca
summer,1992,Mediterranean sea,Mitrella spelta,Mollusca
summer,1992,Mediterranean sea,Gibbula umbilicaris,Mollusca
summer,1992,Mediterranean sea,Venus verrucosa,Mollusca
summer,1992,Mediterranean sea,Barbatia barbata,Mollusca
summer,1992,Mediterranean sea,Petalifera petalifera,Mollusca
summer,1992,Mediterranean sea,Fusinus rudis,Mollusca
summer,1992,Mediterranean sea,Diodora dorsata,Mollusca
summer,1992,Mediterranean sea,Ostreola parenzani,Mollusca
summer,1992,Mediterranean sea,Bela brachystoma,Mollusca
summer,1992,Mediterranean sea,Pollia scabra,Mollusca
summer,1992,Mediterranean sea,Columbella rustica,Mollusca
summer,1992,Mediterranean sea,Muricopsis cristata,Mollusca
summer,1992,Mediterranean sea,Tricolia tenuis,Mollusca
summer,1992,Mediterranean sea,Mytilus galloprovincialis,Mollusca
summer,1992,Mediterranean sea,Patella ulyssiponensis,Mollusca
summer,1992,Mediterranean sea,Colubraria reticulata,Mollusca
summer,1992,Mediterranean sea,Nassarius unifasciatus,Mollusca
summer,1992,Mediterranean sea,Metaxia metaxa,Mollusca
summer,1992,Mediterranean sea,Modiolarca subpicta,Mollusca
summer,1992,Mediterranean sea,Gyroscala lamellosa,Mollusca
summer,1992,Mediterranean sea,Osilinus articulatus,Mollusca
summer,1992,Mediterranean sea,Pollia dorbignyi,Mollusca
summer,1992,Mediterranean sea,Lobiger serradifalci,Mollusca
summer,1992,Mediterranean sea,Diodora graeca,Mollusca
summer,1992,Mediterranean sea,Striarca lactea,Mollusca
summer,1992,Mediterranean sea,Bulla striata,Mollusca
summer,1992,Mediterranean sea,Bursa scrobilator,Mollusca
summer,1992,Mediterranean sea,Luria lurida,Mollusca
summer,1992,Mediterranean sea,Emarginula huzardii,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Aplysia punctata,Mollusca
summer,1992,Mediterranean sea,Coralliophila meyendorffii,Mollusca
summer,1992,Mediterranean sea,Vexillum savignyi,Mollusca
summer,1992,Mediterranean sea,Hexaplex trunculus,Mollusca
summer,1992,Mediterranean sea,Vexillum granum,Mollusca
summer,1992,Mediterranean sea,Buccinulum corneum,Mollusca
summer,1992,Mediterranean sea,Chlamys varia,Mollusca
summer,1992,Mediterranean sea,Gibbula ardens,Mollusca
summer,1992,Mediterranean sea,Ostrea edulis,Mollusca
summer,1992,Mediterranean sea,Patella caerulea,Mollusca
summer,1992,Mediterranean sea,Arca noae,Mollusca
summer,1992,Mediterranean sea,Bittium latreillii,Mollusca
summer,1992,Mediterranean sea,Bittium reticulatum,Mollusca
summer,1992,Mediterranean sea,Fasciolaria lignaria,Mollusca
summer,1992,Mediterranean sea,Rissoa monodonta,Mollusca
summer,1992,Mediterranean sea,Berthella aurantiaca,Mollusca
summer,1992,Mediterranean sea,Aplysia fasciata,Mollusca
summer,1992,Mediterranean sea,Bolinus brandaris,Mollusca
summer,1992,Mediterranean sea,Venericardia antiquata,Mollusca
summer,1992,Mediterranean sea,Osilinus turbinatus,Mollusca
summer,1992,Mediterranean sea,Lithophaga lithophaga,Mollusca
summer,1992,Mediterranean sea,Gibbula philberti,Mollusca
summer,1992,Mediterranean sea,Pseudochama gryphina,Mollusca
summer,1992,Mediterranean sea,Chama gryphoides,Mollusca
summer,1992,Mediterranean sea,Gibbula adriatica,Mollusca
summer,1992,Mediterranean sea,Vexillum tricolor,Mollusca
summer,1992,Mediterranean sea,Irus irus,Mollusca
summer,1992,Mediterranean sea,Oxynoe olivacea,Mollusca
summer,1992,Mediterranean sea,Alvania discors,Mollusca
summer,1992,Mediterranean sea,Anomia ephippium,Mollusca
summer,1992,Mediterranean sea,Haliotis tuberculata,Mollusca
summer,1992,Mediterranean sea,Clavagella aperta,Mollusca
summer,1992,Mediterranean sea,Conus mediterraneus,Mollusca
summer,1992,Mediterranean sea,Anodontia (Loripinus) fragilis,Mollusca
summer,1992,Mediterranean sea,Rissoa violacea,Mollusca
summer,1992,Mediterranean sea,Cabestana cutacea,Mollusca
summer,1992,Mediterranean sea,Jujubinus striatus,Mollusca
summer,1992,Mediterranean sea,Smaragdia viridis,Mollusca
summer,1992,Mediterranean sea,Nassarius cuvierii,Mollusca
summer,1992,Mediterranean sea,Fusinus syracusanus,Mollusca
summer,1992,Mediterranean sea,Rissoa labiosa,Mollusca
winter,2002,Mediterranean sea,Cerithiopsis fayalensis,Mollusca
winter,2002,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
winter,2002,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,2002,Mediterranean sea,Jujubinus exasperatus,Mollusca
winter,2002,Mediterranean sea,Alvania parvula,Mollusca
winter,2002,Mediterranean sea,Alvania subcrenulata,Mollusca
winter,2002,Mediterranean sea,Crisilla semistriata,Mollusca
winter,2002,Mediterranean sea,Buccinulum corneum,Mollusca
winter,2002,Mediterranean sea,Papillicardium papillosum,Mollusca
winter,2002,Mediterranean sea,Mangelia vauquelini,Mollusca
winter,2002,Mediterranean sea,Ctena decussata,Mollusca
winter,2002,Mediterranean sea,Manzonia crassa,Mollusca
winter,2002,Mediterranean sea,Vermetus granulatus,Mollusca
winter,2002,Mediterranean sea,Ondina warreni,Mollusca
winter,2002,Mediterranean sea,Vexillum savignyi,Mollusca
winter,2002,Mediterranean sea,Enginella leucozona,Mollusca
winter,2002,Mediterranean sea,Kurtiella bidentata,Mollusca
winter,2002,Mediterranean sea,Gibberula miliaria,Mollusca
winter,2002,Mediterranean sea,Vitreolina philippi,Mollusca
winter,2002,Mediterranean sea,Modiolus barbatus,Mollusca
winter,2002,Mediterranean sea,Mytilaster minimus,Mollusca
winter,2002,Mediterranean sea,Aplysia punctata,Mollusca
winter,2002,Mediterranean sea,Chauvetia turritellata,Mollusca
winter,2002,Mediterranean sea,Pisania striata,Mollusca
winter,2002,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,2002,Mediterranean sea,Lasaea adansoni,Mollusca
winter,2002,Mediterranean sea,Raphitoma lineolata,Mollusca
winter,2002,Mediterranean sea,Raphitoma concinna,Mollusca
winter,2002,Mediterranean sea,Megastomia conoidea,Mollusca
winter,2002,Mediterranean sea,Metaxia metaxa,Mollusca
winter,2002,Mediterranean sea,Gyroscala lamellosa,Mollusca
winter,2002,Mediterranean sea,Nassarius incrassatus,Mollusca
winter,2002,Mediterranean sea,Pollia dorbignyi,Mollusca
winter,2002,Mediterranean sea,Ammonicera fischeriana,Mollusca
winter,2002,Mediterranean sea,Alvania lineata,Mollusca
winter,2002,Mediterranean sea,Pusillina philippi,Mollusca
winter,2002,Mediterranean sea,Sinezona cingulata,Mollusca
winter,2002,Mediterranean sea,Skeneopsis planorbis,Mollusca
winter,2002,Mediterranean sea,Calliostoma laugieri,Mollusca
winter,2002,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,2002,Mediterranean sea,Striarca lactea,Mollusca
winter,2002,Mediterranean sea,Bulla striata,Mollusca
winter,2002,Mediterranean sea,Raphitoma horrida,Mollusca
winter,2002,Mediterranean sea,Gibberula philippii,Mollusca
winter,2002,Mediterranean sea,Emarginula octaviana,Mollusca
winter,2002,Mediterranean sea,Lepidopleurus cajetanus,Mollusca
winter,2002,Mediterranean sea,Musculus costulatus,Mollusca
winter,2002,Mediterranean sea,Ischnochiton rissoi,Mollusca
winter,2002,Mediterranean sea,Pollia scacchiana,Mollusca
winter,2002,Mediterranean sea,Gibbula umbilicaris,Mollusca
winter,2002,Mediterranean sea,Chiton olivaceus,Mollusca
winter,2002,Mediterranean sea,Tritonia manicata,Mollusca
winter,2002,Mediterranean sea,Gibbula divaricata,Mollusca
winter,2002,Mediterranean sea,Bittium nanum,Mollusca
winter,2002,Mediterranean sea,Ruditapes decussatus,Mollusca
winter,2002,Mediterranean sea,Parvicardium scriptum,Mollusca
winter,2002,Mediterranean sea,Monophorus perversus,Mollusca
winter,2002,Mediterranean sea,Stramonita haemastoma,Mollusca
winter,2002,Mediterranean sea,Alvania cimex,Mollusca
winter,2002,Mediterranean sea,Rissoa guerinii,Mollusca
winter,2002,Mediterranean sea,Diodora gibberula,Mollusca
winter,2002,Mediterranean sea,Acanthochitona fascicularis,Mollusca
winter,2002,Mediterranean sea,Nodulus contortus,Mollusca
winter,2002,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,2002,Mediterranean sea,Lima hians,Mollusca
winter,2002,Mediterranean sea,Lima tuberculata,Mollusca
winter,2002,Mediterranean sea,Lucinella divaricata,Mollusca
winter,2002,Mediterranean sea,Cerithium rupestre,Mollusca
winter,2002,Mediterranean sea,Columbella rustica,Mollusca
winter,2002,Mediterranean sea,Galeomma turtoni,Mollusca
winter,2002,Mediterranean sea,Callochiton septemvalvis,Mollusca
winter,2002,Mediterranean sea,Muricopsis cristata,Mollusca
winter,2002,Mediterranean sea,Mytilus galloprovincialis,Mollusca
winter,2002,Mediterranean sea,Patella ulyssiponensis,Mollusca
winter,2002,Mediterranean sea,Odostomia lukisii,Mollusca
winter,2002,Mediterranean sea,Scissurella costata,Mollusca
winter,2002,Mediterranean sea,Williamia gussoni,Mollusca
winter,2002,Mediterranean sea,Tricolia tenuis,Mollusca
winter,2002,Mediterranean sea,Rocellaria dubia,Mollusca
winter,2002,Mediterranean sea,Chiton phaseolinus,Mollusca
winter,2002,Mediterranean sea,Rissoa similis,Mollusca
winter,2002,Mediterranean sea,Barbatia barbata,Mollusca
winter,2002,Mediterranean sea,Cerithiopsis minima,Mollusca
winter,2002,Mediterranean sea,Fossarus ambiguus,Mollusca
winter,2002,Mediterranean sea,Alvania lactea,Mollusca
winter,2002,Mediterranean sea,Folinella excavata,Mollusca
winter,2002,Mediterranean sea,Parthenina juliae,Mollusca
winter,2002,Mediterranean sea,Lepidochitona (Lepidochitona) monterosatoi,Mollusca
winter,2002,Mediterranean sea,Conus mediterraneus,Mollusca
winter,2002,Mediterranean sea,Spiralinella incerta,Mollusca
winter,2002,Mediterranean sea,Thylacodes arenarius,Mollusca
winter,2002,Mediterranean sea,Irus irus,Mollusca
winter,2002,Mediterranean sea,Anomia ephippium,Mollusca
winter,2002,Mediterranean sea,Aplysia parvula,Mollusca
winter,2002,Mediterranean sea,Caecum trachea,Mollusca
winter,2002,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,2002,Mediterranean sea,Raphitoma echinata,Mollusca
winter,2002,Mediterranean sea,Haliotis tuberculata,Mollusca
winter,2002,Mediterranean sea,Leptochiton scabridus,Mollusca
winter,2002,Mediterranean sea,Rissoella diaphana,Mollusca
winter,2002,Mediterranean sea,Rissoa violacea,Mollusca
winter,2002,Mediterranean sea,Smaragdia viridis,Mollusca
winter,2002,Mediterranean sea,Philine catena,Mollusca
winter,2002,Mediterranean sea,Alvania cancellata,Mollusca
winter,2002,Mediterranean sea,Alvania pagodula,Mollusca
winter,2002,Mediterranean sea,Marshallora adversa,Mollusca
winter,2002,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,2002,Mediterranean sea,Jujubinus striatus,Mollusca
winter,2002,Mediterranean sea,Glans trapezia,Mollusca
winter,2002,Mediterranean sea,Mitrella scripta,Mollusca
winter,2002,Mediterranean sea,Gregariella petagnae,Mollusca
winter,2002,Mediterranean sea,Acanthochitona crinita,Mollusca
winter,2002,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,2002,Mediterranean sea,Parthenina emaciata,Mollusca
winter,2002,Mediterranean sea,Raphitoma laviae,Mollusca
winter,2002,Mediterranean sea,Mangelia taeniata,Mollusca
winter,2002,Mediterranean sea,Cardita calyculata,Mollusca
winter,2002,Mediterranean sea,Eatonina cossurae,Mollusca
winter,2002,Mediterranean sea,Gibberula recondita,Mollusca
winter,2002,Mediterranean sea,Hiatella rugosa,Mollusca
winter,2002,Mediterranean sea,Rissoa variabilis,Mollusca
winter,2002,Mediterranean sea,Spondylus gaederopus,Mollusca
winter,2002,Mediterranean sea,Dendropoma cristatum,Mollusca
winter,2002,Mediterranean sea,Cheirodonta pallescens,Mollusca
winter,2002,Mediterranean sea,Rissoina bruguieri,Mollusca
winter,2002,Mediterranean sea,Setia amabilis,Mollusca
winter,2002,Mediterranean sea,Fasciolaria lignaria,Mollusca
winter,2002,Mediterranean sea,Gibbula racketti,Mollusca
winter,2002,Mediterranean sea,Ocinebrina edwardsii,Mollusca
winter,2002,Mediterranean sea,Vexillum ebenus,Mollusca
winter,2002,Mediterranean sea,Vexillum ebenus,Mollusca
winter,2002,Mediterranean sea,Odostomia plicata,Mollusca
winter,2002,Mediterranean sea,Eatonina fulgida,Mollusca
winter,2002,Mediterranean sea,Arca noae,Mollusca
winter,2002,Mediterranean sea,Bittium latreillii,Mollusca
winter,2002,Mediterranean sea,Bittium reticulatum,Mollusca
winter,2002,Mediterranean sea,Dizoniopsis coppolae,Mollusca
winter,2002,Mediterranean sea,Berthella aurantiaca,Mollusca
winter,2002,Mediterranean sea,Eulimella acicula,Mollusca
winter,2002,Mediterranean sea,Lajonkairia lajonkairii,Mollusca
winter,2002,Mediterranean sea,Chama gryphoides,Mollusca
winter,2002,Mediterranean sea,Ocinebrina aciculata,Mollusca
winter,2002,Mediterranean sea,Lithophaga lithophaga,Mollusca
winter,2002,Mediterranean sea,Odostomella doliolum,Mollusca
winter,2002,Mediterranean sea,Runcina ferruginea,Mollusca
winter,2002,Mediterranean sea,Vermetus triquetrus,Mollusca
winter,2002,Mediterranean sea,Vexillum tricolor,Mollusca
winter,2002,Mediterranean sea,Chelidonura africana,Mollusca
winter,2002,Mediterranean sea,Raphitoma linearis,Mollusca
winter,2002,Mediterranean sea,Setia turriculata,Mollusca
summer,1992,Mediterranean sea,Patella caerulea,Mollusca
summer,1992,Mediterranean sea,Gibbula ardens,Mollusca
summer,1992,Mediterranean sea,Haminoea hydatis,Mollusca
summer,1992,Mediterranean sea,Bittium latreillii,Mollusca
