seasoncollected,yearcollected,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,scientificname,rankname,kingdom,phylum,class,order,family,genus,subgenus,specificepithet
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Ischnochiton rissoi,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Ischnochiton,,rissoi
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Gibbula varia,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,varia
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Chiton olivaceus,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Rhyssoplax,,olivacea
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Odostomia conoidea,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Megastomia,,conoidea
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Alvania cimex,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,cimex
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Tricolia speciosa,Species,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,speciosa
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Monophorus perversus,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Monophorus,,perversus
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Alvania scabra,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,scabra
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Chauvetia brunnea,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Chauvetiidae,Chauvetia,,brunnea
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Barleeia unifasciata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Barleeia,,unifasciata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Lima hians,Species,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,,hians
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Acanthochitona fascicularis,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,,fascicularis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Gibbula fanulum,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,,fanulum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Raphitoma purpurea,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Raphitoma,,purpurea
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Cerithium rupestre,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,,vulgatum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Columbella rustica,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,rustica
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Pisinna glabrata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Anabathridae,Pisinna,,glabrata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Calyptraea chinensis,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Calyptraea,,chinensis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Scissurella costata,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Scissurellidae,Scissurella,,costata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Williamia gussoni,Species,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Williamia,,gussoni
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Muricopsis cristata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricopsis,,cristata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Colubraria reticulata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Cumia,,reticulata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Clavagella aperta,Species,Animalia,Mollusca,Bivalvia,,Clavagellidae,Bryopa,,aperta
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Serpulorbis arenarius,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,,arenarius
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Conus mediterraneus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,ventricosus
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Chauvetia submamillata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Chauvetiidae,Chauvetia,,mamillata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Engina leucozona,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Enginella,,leucozona
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Peringiella elegans,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Peringiella,,elegans
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Philbertia mirabilis,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Raphitoma,,mirabilis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Cerithium vulgatum,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,,vulgatum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Circulus striatus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vitrinellidae,Circulus,,striatus
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Nassarius cuvierii,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,cuvierii
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Trimusculus mammillaris,Species,Animalia,Mollusca,Gastropoda,Ellobiida,Trimusculidae,Trimusculus,,mammillaris
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Jujubinus striatus,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Jujubinus,,striatus
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Philine catena,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,,catena
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Glans trapezia,Species,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Glans,,trapezia
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Mitrella scripta,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,scripta
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Zonaria pyrum,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Zonaria,,pyrum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Alvania beniamina,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Crisilla,,beniamina
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Rissoa variabilis,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,variabilis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Vexillum ebenus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Pusia,,ebenus
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Ocinebrina edwardsii,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebra,,edwardsii
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Gibbula adansonii,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,adansonii
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Fasciolaria lignaria,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Tarantinaea,,lignaria
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Chauvetia lefebvrei,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Chauvetiidae,Chauvetia,,lefebvrii
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Aplysia depilans,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,,depilans
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Arca noae,Species,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,,noae
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Bittium reticulatum,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Bittium,,reticulatum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Epitonium turtonis,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,,turtonis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Gibberula caelata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Gibberula,,caelata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Haminoea hydatis,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,,hydatis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Ostrea edulis,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,,edulis
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Umbraculum umbraculum,Species,Animalia,Mollusca,Gastropoda,Umbraculida,Umbraculidae,Umbraculum,,umbraculum
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Gibbula ardens,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,,ardens
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Patella caerulea,Species,Animalia,Mollusca,Gastropoda,,Patellidae,Patella,,caerulea
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Alvania spinosa,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,spinosa
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Raphitoma leufroyi,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Leufroyia,,leufroyi
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Vexillum tricolor,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Pusia,,tricolor
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Granulina clandestina,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Granulinidae,Granulina,,clandestina
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Lithophaga lithophaga,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Lithophaga,,lithophaga
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Ocinebrina aciculata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,,aciculata
winter,1990,Mediterranean sea,,,,,Isola Bella_1990_1-30,15.300747,,,37.849926,Vermetus triquetrus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Vermetus,,triquetrus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Stramonita haemastoma,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,,haemastoma
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Alvania cimex,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,cimex
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Rissoa guerinii,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,guerinii
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Tricolia speciosa,Species,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,speciosa
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Crepidula fornicata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,,fornicata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Lima hians,Species,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,,hians
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Lima tuberculata,Species,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,,tuberculata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Diodora gibberula,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,,gibberula
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Granulina marginata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Granulinidae,Granulina,,marginata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Nodulus contortus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Anabathridae,Nodulus,,contortus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gibbula divaricata,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,divaricata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Mitrella spelta,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,svelta
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gibbula umbilicaris,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,umbilicaris
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Venus verrucosa,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venus,,verrucosa
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Barbatia barbata,Species,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,,barbata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Petalifera petalifera,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Petalifera,,petalifera
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Fusinus rudis,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Fusinus,,rudis
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Diodora dorsata,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,,dorsata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Ostreola parenzani,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,,stentina
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bela brachystoma,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Sorgenfreispira,,brachystoma
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Pollia scabra,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Aplus,,scaber
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Columbella rustica,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,rustica
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Muricopsis cristata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricopsis,,cristata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Tricolia tenuis,Species,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,tenuis
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Mytilus galloprovincialis,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,galloprovincialis
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Patella ulyssiponensis,Species,Animalia,Mollusca,Gastropoda,,Patellidae,Patella,,ulyssiponensis
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Colubraria reticulata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Cumia,,reticulata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Nassarius unifasciatus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,unifasciata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Metaxia metaxa,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Metaxia,,metaxa
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Modiolarca subpicta,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,,subpictus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gyroscala lamellosa,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Gyroscala,,commutata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Osilinus articulatus,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,,articulatus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Pollia dorbignyi,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Aplus,,dorbignyi
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Lobiger serradifalci,Species,Animalia,Mollusca,Gastropoda,,Oxynoidae,Lobiger,,serradifalci
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Diodora graeca,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,,graeca
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Striarca lactea,Species,Animalia,Mollusca,Bivalvia,Arcida,Noetiidae,Striarca,,lactea
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bulla striata,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Bulla,,striata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bursa scrobilator,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Talisman,,scrobilator
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Luria lurida,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Luria,,lurida
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Emarginula huzardii,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,,huzardii
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Modiolus barbatus,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,,barbatus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Aplysia punctata,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,,punctata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Coralliophila meyendorffii,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,meyendorffii
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Vexillum savignyi,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Pusia,,savignyi
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Hexaplex trunculus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,,trunculus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Vexillum granum,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Pusia,,granum
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Buccinulum corneum,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,Euthria,,cornea
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Chlamys varia,Species,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,,varia
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gibbula ardens,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,,ardens
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Ostrea edulis,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,,edulis
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Patella caerulea,Species,Animalia,Mollusca,Gastropoda,,Patellidae,Patella,,caerulea
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Arca noae,Species,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,,noae
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bittium latreillii,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Bittium,,latreillii
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bittium reticulatum,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Bittium,,reticulatum
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Fasciolaria lignaria,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Tarantinaea,,lignaria
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Rissoa monodonta,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,monodonta
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Berthella aurantiaca,Species,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Berthella,,aurantiaca
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Aplysia fasciata,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,,fasciata
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Bolinus brandaris,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Bolinus,,brandaris
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Venericardia antiquata,Species,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Cardites,,antiquatus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Osilinus turbinatus,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,,turbinatus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Lithophaga lithophaga,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Lithophaga,,lithophaga
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gibbula philberti,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula,,philberti
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Pseudochama gryphina,Species,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Pseudochama,,gryphina
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Chama gryphoides,Species,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,,gryphoides
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Gibbula adriatica,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,adriatica
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Vexillum tricolor,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Pusia,,tricolor
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Irus irus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Irus,,irus
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Oxynoe olivacea,Species,Animalia,Mollusca,Gastropoda,,Oxynoidae,Oxynoe,,olivacea
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Alvania discors,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,discors
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Anomia ephippium,Species,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,,ephippium
summer,1992,Mediterranean sea,,,,,Ionian coast of Salento_1992-2002,17.791895,,,40.2732,Haliotis tuberculata,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,,tuberculata
