id,modified,datasetid,institutioncode,collectioncode,eventid,datecollected,seasoncollected,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,startdecimallatitude,enddecimallatitude,coordinateuncertaintyinmeters,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificname,scientificnameid,aphiaid,rankname,scientificnameaccepted,scientificnameauthorship,aphiaidaccepted,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,"BedAbund (#/m^2)","BedWetWtBiom (g/m^2)"
44587002,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_7","Hydrobia acuta",urn:lsid:marinespecies.org:taxname:140123,http://marinespecies.org/aphia.php?p=taxdetails&id=140123,Species,"Hydrobia acuta","(Draparnaud, 1805)",http://marinespecies.org/aphia.php?p=taxdetails&id=140123,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,acuta,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_20",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,12,0.08
44587004,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_46","Bittium reticulatum",urn:lsid:marinespecies.org:taxname:139054,http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Species,"Bittium reticulatum","(da Costa, 1778)",http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Animalia,Mollusca,Gastropoda,"[unassigned] Caenogastropoda",Cerithiidae,Bittium,,reticulatum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_8",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,40,0.028
44587007,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_97","Capitella capitata",urn:lsid:marinespecies.org:taxname:129876,http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Species,"Capitella capitata","(Fabricius, 1780)",http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,capitata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_109",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,140,0.16
44587009,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_30","Cerastoderma lamarcki",urn:lsid:marinespecies.org:taxname:146788,http://marinespecies.org/aphia.php?p=taxdetails&id=146788,Species,"Cerastoderma glaucum","(Bruguière, 1789)",http://marinespecies.org/aphia.php?p=taxdetails&id=138999,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,glaucum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_55",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,60,0.08
44587011,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_195","Nana neritea",urn:lsid:marinespecies.org:taxname:597203,http://marinespecies.org/aphia.php?p=taxdetails&id=597203,Species,"Cyclope neritea","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=140487,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Cyclope,,neritea,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_24",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,20,11.16
44587013,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_121","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_136",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,8,1
44587015,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb12_0785,33.4,,,44.59,,,,,18,,"IBSS NASU_Benthic data from Sevastopol_56","Chamelea gallina",urn:lsid:marinespecies.org:taxname:141907,http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Species,"Chamelea gallina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,,gallina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_65",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,400,915.6
44588330,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_173","Iphinoe maeotica",urn:lsid:marinespecies.org:taxname:156142,http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Species,"Iphinoe maeotica","Sowinskyi, 1893",http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Iphinoe,,maeotica,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_196",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,28,0.28
44588332,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_119","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_134",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,52,1.44
44588334,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_111","Heteromastus filiformis",urn:lsid:marinespecies.org:taxname:129884,http://marinespecies.org/aphia.php?p=taxdetails&id=129884,Species,"Heteromastus filiformis","(Claparède, 1864)",http://marinespecies.org/aphia.php?p=taxdetails&id=129884,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,filiformis,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_125",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,500,7
44588336,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_44","Bittium reticulatum",urn:lsid:marinespecies.org:taxname:139054,http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Species,"Bittium reticulatum","(da Costa, 1778)",http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Animalia,Mollusca,Gastropoda,"[unassigned] Caenogastropoda",Cerithiidae,Bittium,,reticulatum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_6",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,12,0.04
44588338,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_163","Diogenes pugilator",urn:lsid:marinespecies.org:taxname:107199,http://marinespecies.org/aphia.php?p=taxdetails&id=107199,Species,"Diogenes pugilator","(Roux, 1829)",http://marinespecies.org/aphia.php?p=taxdetails&id=107199,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Diogenes,,pugilator,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_185",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,68,33.6
44588340,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_191","Hydrobia acuta",urn:lsid:marinespecies.org:taxname:140123,http://marinespecies.org/aphia.php?p=taxdetails&id=140123,Species,"Hydrobia acuta","(Draparnaud, 1805)",http://marinespecies.org/aphia.php?p=taxdetails&id=140123,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,acuta,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_19",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,540,0.908
44588342,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_95","Capitella capitata",urn:lsid:marinespecies.org:taxname:129876,http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Species,"Capitella capitata","(Fabricius, 1780)",http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,capitata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_107",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,1060,1.04
44588344,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_157","Bodotria arenosa",urn:lsid:marinespecies.org:taxname:110440,http://marinespecies.org/aphia.php?p=taxdetails&id=110440,Species,"Bodotria arenosa","Goodsir, 1843",http://marinespecies.org/aphia.php?p=taxdetails&id=110440,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Bodotria,,arenosa,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_179",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,12,0.08
44588346,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb10_0785,33.41,,,44.58,,,,,6,,"IBSS NASU_Benthic data from Sevastopol_28","Cerastoderma lamarcki",urn:lsid:marinespecies.org:taxname:146788,http://marinespecies.org/aphia.php?p=taxdetails&id=146788,Species,"Cerastoderma glaucum","(Bruguière, 1789)",http://marinespecies.org/aphia.php?p=taxdetails&id=138999,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,glaucum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_53",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116479,,,,,,,,,,,,,,,,,92,0.068
44594495,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_47","Caecum elegans",urn:lsid:marinespecies.org:taxname:181538,http://marinespecies.org/aphia.php?p=taxdetails&id=181538,Species,"Caecum trachea","(Montagu, 1803)",http://marinespecies.org/aphia.php?p=taxdetails&id=138957,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,trachea,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_10",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,400,12.72
44594497,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_147","Staurocephalus kefersteini",urn:lsid:marinespecies.org:taxname:155342,http://marinespecies.org/aphia.php?p=taxdetails&id=155342,Species,"Protodorvillea kefersteini","(McIntosh, 1869)",http://marinespecies.org/aphia.php?p=taxdetails&id=130041,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Protodorvillea,,kefersteini,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_168",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,852,7.84
44594499,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_67","Lucinella divaricata",urn:lsid:marinespecies.org:taxname:140282,http://marinespecies.org/aphia.php?p=taxdetails&id=140282,Species,"Lucinella divaricata","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=140282,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinella,,divaricata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_77",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,300,20.8
44594501,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_72","Moerella donacina",urn:lsid:marinespecies.org:taxname:147021,http://marinespecies.org/aphia.php?p=taxdetails&id=147021,Species,"Moerella donacina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=147021,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Moerella,,donacina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_82",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,252,6
44594503,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_61","Gouldia minima",urn:lsid:marinespecies.org:taxname:141916,http://marinespecies.org/aphia.php?p=taxdetails&id=141916,Species,"Gouldia minima","(Montagu, 1803)",http://marinespecies.org/aphia.php?p=taxdetails&id=141916,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Gouldia,,minima,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_70",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,56,2.52
44594505,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb9_0782,33.45,,,44.6,,,,,10,,"IBSS NASU_Benthic data from Sevastopol_37","Chamelea gallina",urn:lsid:marinespecies.org:taxname:141907,http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Species,"Chamelea gallina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,,gallina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_63",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,1004,387.28
44613990,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb8_0782,33.48,,,44.61,,,,,17,,"IBSS NASU_Benthic data from Sevastopol_79","Parvicardium exiguum",urn:lsid:marinespecies.org:taxname:139008,http://marinespecies.org/aphia.php?p=taxdetails&id=139008,Species,"Parvicardium exiguum","(Gmelin, 1791)",http://marinespecies.org/aphia.php?p=taxdetails&id=139008,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Parvicardium,,exiguum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_90",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,8,0.2
44613992,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb6_0785,33.48,,,44.61,,,,,17,,"IBSS NASU_Benthic data from Sevastopol_40","Bela nebula",urn:lsid:marinespecies.org:taxname:139217,http://marinespecies.org/aphia.php?p=taxdetails&id=139217,Species,"Bela nebula","(Montagu, 1803)",http://marinespecies.org/aphia.php?p=taxdetails&id=139217,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Bela,,nebula,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_2",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,8,0.068
44613994,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb8_0782,33.48,,,44.61,,,,,17,,"IBSS NASU_Benthic data from Sevastopol_118","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_133",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,84,3.96
44613996,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb7_0782,33.48,,,44.61,,,,,8,,"IBSS NASU_Benthic data from Sevastopol_14","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_132",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,12,0.44
44613998,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1982-07-01T00:00:00,summer,1982,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb7_0782,33.48,,,44.61,,,,,8,,"IBSS NASU_Benthic data from Sevastopol_110","Heteromastus filiformis",urn:lsid:marinespecies.org:taxname:129884,http://marinespecies.org/aphia.php?p=taxdetails&id=129884,Species,"Heteromastus filiformis","(Claparède, 1864)",http://marinespecies.org/aphia.php?p=taxdetails&id=129884,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,filiformis,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_124",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,128,0.36
44614000,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb6_0785,33.48,,,44.61,,,,,17,,"IBSS NASU_Benthic data from Sevastopol_117","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_131",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,20,5.108
44614002,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb6_0785,33.48,,,44.61,,,,,17,,"IBSS NASU_Benthic data from Sevastopol_214","Abra ovata",urn:lsid:marinespecies.org:taxname:146467,http://marinespecies.org/aphia.php?p=taxdetails&id=146467,Species,"Abra segmentum","(Récluz, 1843)",http://marinespecies.org/aphia.php?p=taxdetails&id=141438,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,segmentum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_43",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,48,0.016
